N,alpha,M,conc_succ_prob,kappa_med,sigma_rel_med,sigma_abs_med,max_w_95per,pos_prob,nan_prob
20,2.125,128,0.0,279031.2578422348,6.968795451516918e6,1.539434984912071e6,1.465981224330068e7,0.0,0.0
20,2.5,150,0.0,195742.53976395234,6.202830307964481e6,1.1557573561829885e6,9.569258795430822e6,0.0,0.0
20,2.875,173,0.0,137721.0865057945,4.952787593297292e6,881651.9491082653,7.228520815853507e6,0.0,0.0
20,3.25,195,0.0,99224.95015521873,4.351569968767319e6,701554.8299644105,5.023375936352593e6,0.0,0.0
20,3.625,218,0.0,69425.19968211581,3.9950504837026806e6,546592.2868595171,5.537284733205097e6,0.0,0.0
20,4.0,240,0.0,60749.05461847644,3.4665235411302205e6,488800.50030562445,3.9106374253963814e6,0.0,0.0
20,4.375,263,0.0,48842.607285569975,2.8780816305853133e6,403587.18885155546,4.024934780842663e6,0.0,0.0
20,4.75,285,0.0,37556.656970940676,2.5424099994411515e6,327903.7973479822,2.93779044401037e6,0.0,0.0
20,5.125,308,0.0,29503.952787047576,1.887394660269754e6,281553.6122948272,2.0917811546889534e6,0.0,0.0
20,5.5,330,0.0,23299.294791370747,1.6195997886945773e6,234945.93109292243,2.0498509323872484e6,0.0,0.0
